index	prediction
2424	neutral
2425	positive
2426	neutral
2427	neutral
2428	positive
2429	neutral
2430	positive
2431	neutral
2432	neutral
2433	negative
2434	positive
2435	neutral
2436	neutral
2437	neutral
2438	negative
2439	negative
2440	neutral
2441	negative
2442	positive
2443	neutral
2444	negative
2445	positive
2446	neutral
2447	neutral
2448	neutral
2449	positive
2450	negative
2451	neutral
2452	neutral
2453	neutral
2454	neutral
2455	neutral
2456	neutral
2457	positive
2458	neutral
2459	neutral
2460	neutral
2461	neutral
2462	neutral
2463	neutral
2464	positive
2465	neutral
2466	negative
2467	neutral
2468	neutral
2469	negative
2470	neutral
2471	neutral
2472	neutral
2473	neutral
2474	negative
2475	negative
2476	positive
2477	neutral
2478	neutral
2479	neutral
2480	neutral
2481	neutral
2482	neutral
2483	negative
2484	neutral
2485	neutral
2486	negative
2487	neutral
2488	neutral
2489	positive
2490	neutral
2491	negative
2492	positive
2493	neutral
2494	negative
2495	neutral
2496	neutral
2497	negative
2498	neutral
2499	negative
2500	neutral
2501	neutral
2502	neutral
2503	neutral
2504	negative
2505	neutral
2506	neutral
2507	neutral
2508	neutral
2509	neutral
2510	neutral
2511	negative
2512	neutral
2513	neutral
2514	negative
2515	positive
2516	neutral
2517	neutral
2518	neutral
2519	positive
2520	neutral
2521	negative
2522	neutral
2523	neutral
2524	positive
2525	positive
2526	neutral
2527	neutral
2528	neutral
2529	neutral
2530	neutral
2531	negative
2532	negative
2533	negative
2534	neutral
2535	positive
2536	positive
2537	neutral
2538	neutral
2539	neutral
2540	neutral
2541	neutral
2542	neutral
2543	negative
2544	negative
2545	negative
2546	positive
2547	neutral
2548	neutral
2549	neutral
2550	negative
2551	negative
2552	neutral
2553	positive
2554	positive
2555	neutral
2556	negative
2557	positive
2558	positive
2559	neutral
2560	neutral
2561	negative
2562	neutral
2563	negative
2564	neutral
2565	positive
2566	neutral
2567	neutral
2568	neutral
2569	neutral
2570	neutral
2571	neutral
2572	positive
2573	neutral
2574	negative
2575	neutral
2576	negative
2577	neutral
2578	neutral
2579	neutral
2580	neutral
2581	neutral
2582	negative
2583	neutral
2584	neutral
2585	neutral
2586	negative
2587	neutral
2588	neutral
2589	neutral
2590	neutral
2591	neutral
2592	positive
2593	negative
2594	neutral
2595	neutral
2596	neutral
2597	neutral
2598	neutral
2599	neutral
2600	negative
2601	positive
2602	neutral
2603	neutral
2604	negative
2605	neutral
2606	positive
2607	neutral
2608	neutral
2609	neutral
2610	neutral
2611	positive
2612	neutral
2613	neutral
2614	positive
2615	neutral
2616	neutral
2617	neutral
2618	neutral
2619	positive
2620	neutral
2621	negative
2622	positive
2623	neutral
2624	neutral
2625	neutral
2626	neutral
2627	neutral
2628	negative
2629	negative
2630	neutral
2631	positive
2632	neutral
2633	neutral
2634	positive
2635	negative
2636	neutral
2637	neutral
2638	neutral
2639	neutral
2640	neutral
2641	negative
2642	negative
2643	positive
2644	neutral
2645	positive
2646	neutral
2647	neutral
2648	neutral
2649	neutral
2650	positive
2651	neutral
2652	neutral
2653	neutral
2654	positive
2655	negative
2656	neutral
2657	negative
2658	positive
2659	neutral
2660	neutral
2661	positive
2662	neutral
2663	negative
2664	neutral
2665	neutral
2666	neutral
2667	positive
2668	positive
2669	negative
2670	neutral
2671	negative
2672	neutral
2673	neutral
2674	negative
2675	neutral
2676	neutral
2677	neutral
2678	negative
2679	negative
2680	negative
2681	negative
2682	neutral
2683	negative
2684	neutral
2685	neutral
2686	negative
2687	negative
2688	neutral
2689	negative
2690	negative
2691	neutral
2692	positive
2693	neutral
2694	positive
2695	neutral
2696	neutral
2697	neutral
2698	neutral
2699	negative
2700	negative
2701	negative
2702	neutral
2703	neutral
2704	negative
2705	neutral
2706	neutral
2707	neutral
2708	neutral
2709	negative
2710	neutral
2711	neutral
2712	negative
2713	neutral
2714	neutral
2715	positive
2716	positive
2717	neutral
2718	neutral
2719	negative
2720	neutral
2721	neutral
2722	negative
2723	negative
2724	neutral
2725	positive
2726	negative
2727	negative
2728	neutral
2729	neutral
2730	neutral
2731	negative
2732	negative
2733	negative
2734	neutral
2735	neutral
2736	negative
2737	neutral
2738	positive
2739	neutral
2740	neutral
2741	negative
2742	negative
2743	neutral
2744	neutral
2745	neutral
2746	neutral
2747	negative
2748	neutral
2749	neutral
2750	positive
2751	negative
2752	neutral
2753	neutral
2754	positive
2755	neutral
2756	positive
2757	negative
2758	neutral
2759	neutral
2760	positive
2761	neutral
2762	negative
2763	neutral
2764	positive
2765	neutral
2766	negative
2767	neutral
2768	positive
2769	negative
2770	neutral
2771	positive
2772	neutral
2773	neutral
2774	negative
2775	negative
2776	neutral
2777	neutral
2778	negative
2779	negative
2780	neutral
2781	negative
2782	positive
2783	neutral
2784	neutral
2785	neutral
2786	negative
2787	negative
2788	positive
2789	positive
2790	positive
2791	neutral
2792	neutral
2793	neutral
2794	neutral
2795	neutral
2796	negative
2797	positive
2798	neutral
2799	negative
2800	neutral
2801	neutral
2802	neutral
2803	negative
2804	negative
2805	positive
2806	neutral
2807	neutral
2808	negative
2809	neutral
2810	neutral
2811	neutral
2812	neutral
2813	neutral
2814	negative
2815	negative
2816	positive
2817	negative
2818	positive
2819	neutral
2820	neutral
2821	neutral
2822	negative
2823	neutral
2824	neutral
2825	positive
2826	neutral
2827	negative
2828	positive
2829	neutral
2830	neutral
2831	neutral
2832	negative
2833	neutral
2834	negative
2835	positive
2836	neutral
2837	negative
2838	neutral
2839	neutral
2840	neutral
2841	neutral
2842	negative
2843	neutral
2844	positive
2845	neutral
2846	neutral
2847	neutral
2848	positive
2849	negative
2850	positive
2851	neutral
2852	neutral
2853	negative
2854	neutral
2855	neutral
2856	neutral
2857	positive
2858	neutral
2859	neutral
2860	positive
2861	neutral
2862	negative
2863	neutral
2864	neutral
2865	neutral
2866	positive
2867	neutral
2868	neutral
2869	negative
2870	neutral
2871	neutral
2872	neutral
2873	neutral
2874	neutral
2875	negative
2876	neutral
2877	positive
2878	positive
2879	neutral
2880	neutral
2881	negative
2882	neutral
2883	negative
2884	negative
2885	negative
2886	negative
2887	neutral
2888	negative
2889	neutral
2890	neutral
2891	neutral
2892	negative
2893	neutral
2894	neutral
2895	neutral
2896	neutral
2897	neutral
2898	neutral
2899	negative
2900	neutral
2901	neutral
2902	neutral
2903	positive
2904	neutral
2905	negative
2906	positive
2907	positive
2908	neutral
2909	positive
2910	neutral
2911	neutral
2912	negative
2913	positive
2914	positive
2915	neutral
2916	neutral
2917	neutral
2918	positive
2919	negative
2920	negative
2921	neutral
2922	negative
2923	negative
2924	neutral
2925	neutral
2926	neutral
2927	positive
2928	negative
2929	positive
2930	positive
2931	neutral
2932	neutral
2933	positive
2934	negative
2935	negative
2936	neutral
2937	neutral
2938	positive
2939	negative
2940	neutral
2941	neutral
2942	neutral
2943	negative
2944	neutral
2945	neutral
2946	neutral
2947	neutral
2948	positive
2949	neutral
2950	neutral
2951	neutral
2952	positive
2953	positive
2954	positive
2955	neutral
2956	neutral
2957	neutral
2958	neutral
2959	neutral
2960	negative
2961	negative
2962	neutral
2963	neutral
2964	neutral
2965	neutral
2966	neutral
2967	negative
2968	negative
2969	positive
2970	neutral
2971	neutral
2972	neutral
2973	neutral
2974	positive
2975	neutral
2976	neutral
2977	negative
2978	negative
2979	neutral
2980	neutral
2981	neutral
2982	neutral
2983	positive
2984	neutral
2985	neutral
2986	neutral
2987	neutral
2988	neutral
2989	neutral
2990	neutral
2991	positive
2992	negative
2993	positive
2994	neutral
2995	positive
2996	neutral
2997	positive
2998	negative
2999	negative
3000	negative
3001	positive
3002	neutral
3003	neutral
3004	neutral
3005	positive
3006	neutral
3007	neutral
3008	negative
3009	negative
3010	neutral
3011	positive
3012	neutral
3013	neutral
3014	neutral
3015	neutral
3016	neutral
3017	positive
3018	neutral
3019	neutral
3020	neutral
3021	positive
3022	neutral
3023	neutral
3024	neutral
3025	positive
3026	neutral
3027	negative
3028	negative
3029	neutral
3030	positive
3031	neutral
3032	neutral
3033	negative
3034	neutral
3035	neutral
3036	neutral
3037	positive
3038	neutral
3039	neutral
3040	neutral
3041	neutral
3042	neutral
3043	neutral
3044	neutral
3045	neutral
3046	neutral
3047	negative
3048	neutral
3049	negative
3050	neutral
3051	neutral
3052	neutral
3053	neutral
3054	neutral
3055	neutral
3056	positive
3057	neutral
3058	neutral
3059	negative
3060	negative
3061	neutral
3062	negative
3063	neutral
3064	positive
3065	neutral
3066	neutral
3067	negative
3068	positive
3069	positive
3070	negative
3071	neutral
3072	neutral
3073	neutral
3074	neutral
3075	positive
3076	neutral
3077	neutral
3078	neutral
3079	neutral
3080	negative
3081	positive
3082	neutral
3083	positive
3084	negative
3085	neutral
3086	positive
3087	negative
3088	neutral
3089	neutral
3090	positive
3091	positive
3092	neutral
3093	neutral
3094	neutral
3095	neutral
3096	neutral
3097	neutral
3098	neutral
3099	positive
3100	neutral
3101	neutral
3102	negative
3103	positive
3104	neutral
3105	neutral
3106	negative
3107	positive
3108	positive
3109	neutral
3110	neutral
3111	positive
3112	negative
3113	neutral
3114	positive
3115	negative
3116	neutral
3117	neutral
3118	neutral
3119	neutral
3120	negative
3121	neutral
3122	neutral
3123	neutral
3124	neutral
3125	negative
3126	neutral
3127	negative
3128	neutral
3129	positive
3130	positive
3131	negative
3132	neutral
3133	neutral
3134	neutral
3135	neutral
3136	neutral
3137	neutral
3138	neutral
3139	negative
3140	neutral
3141	neutral
3142	neutral
3143	negative
3144	neutral
3145	neutral
3146	neutral
3147	neutral
3148	neutral
3149	positive
3150	neutral
3151	neutral
3152	positive
3153	neutral
3154	positive
3155	positive
3156	neutral
3157	positive
3158	neutral
3159	neutral
3160	neutral
3161	neutral
3162	negative
3163	neutral
3164	neutral
3165	neutral
3166	neutral
3167	neutral
3168	neutral
3169	neutral
3170	negative
3171	positive
3172	neutral
3173	neutral
3174	neutral
3175	neutral
3176	neutral
3177	negative
3178	neutral
3179	neutral
3180	neutral
3181	positive
3182	negative
3183	positive
3184	negative
3185	negative
3186	neutral
3187	positive
3188	neutral
3189	neutral
3190	neutral
3191	negative
3192	negative
3193	negative
3194	negative
3195	neutral
3196	neutral
3197	neutral
3198	negative
3199	negative
3200	neutral
3201	neutral
3202	negative
3203	neutral
3204	negative
3205	negative
3206	positive
3207	positive
3208	positive
3209	positive
3210	neutral
3211	neutral
3212	neutral
3213	neutral
3214	neutral
3215	positive
3216	negative
3217	neutral
3218	neutral
3219	neutral
3220	neutral
3221	neutral
3222	positive
3223	neutral
3224	negative
3225	neutral
3226	positive
3227	positive
3228	neutral
3229	negative
3230	positive
3231	neutral
3232	negative
3233	neutral
3234	neutral
3235	positive
3236	neutral
3237	neutral
3238	neutral
3239	negative
3240	positive
3241	negative
3242	neutral
3243	neutral
3244	neutral
3245	neutral
3246	neutral
3247	neutral
3248	neutral
3249	neutral
3250	positive
3251	neutral
3252	negative
3253	neutral
3254	neutral
3255	neutral
3256	positive
3257	negative
3258	neutral
3259	negative
3260	positive
3261	neutral
3262	neutral
3263	negative
3264	neutral
3265	neutral
3266	negative
3267	neutral
3268	neutral
3269	negative
3270	positive
3271	neutral
3272	neutral
3273	negative
3274	neutral
3275	neutral
3276	neutral
3277	positive
3278	neutral
3279	negative
3280	neutral
3281	neutral
3282	positive
3283	positive
3284	positive
3285	positive
3286	negative
3287	neutral
3288	neutral
3289	positive
3290	positive
3291	negative
3292	positive
3293	negative
3294	negative
3295	neutral
3296	neutral
3297	neutral
3298	neutral
3299	neutral
3300	neutral
3301	neutral
3302	neutral
3303	neutral
3304	neutral
3305	positive
3306	positive
3307	neutral
3308	neutral
3309	positive
3310	neutral
3311	negative
3312	negative
3313	neutral
3314	positive
3315	neutral
3316	neutral
3317	neutral
3318	positive
3319	neutral
3320	neutral
3321	neutral
3322	positive
3323	neutral
3324	neutral
3325	positive
3326	negative
3327	neutral
3328	negative
3329	positive
3330	neutral
3331	neutral
3332	neutral
3333	positive
3334	neutral
3335	neutral
3336	neutral
3337	neutral
3338	positive
3339	neutral
3340	neutral
3341	positive
3342	neutral
3343	neutral
3344	positive
3345	neutral
3346	neutral
3347	neutral
3348	neutral
3349	positive
3350	positive
3351	neutral
3352	neutral
3353	neutral
3354	positive
3355	neutral
3356	neutral
3357	positive
3358	positive
3359	negative
3360	neutral
3361	neutral
3362	neutral
3363	neutral
3364	positive
3365	positive
3366	negative
3367	negative
3368	negative
3369	negative
3370	neutral
3371	neutral
3372	neutral
3373	neutral
3374	positive
3375	neutral
3376	neutral
3377	positive
3378	negative
3379	neutral
3380	negative
3381	neutral
3382	positive
3383	neutral
3384	negative
3385	neutral
3386	neutral
3387	neutral
3388	negative
3389	neutral
3390	neutral
3391	positive
3392	neutral
3393	neutral
3394	neutral
3395	neutral
3396	positive
3397	neutral
3398	negative
3399	negative
3400	positive
3401	negative
3402	neutral
3403	negative
3404	neutral
3405	neutral
3406	neutral
3407	neutral
3408	positive
3409	neutral
3410	neutral
3411	neutral
3412	negative
3413	negative
3414	neutral
3415	neutral
3416	negative
3417	positive
3418	neutral
3419	negative
3420	negative
3421	neutral
3422	neutral
3423	positive
3424	negative
3425	negative
3426	neutral
3427	negative
3428	positive
3429	neutral
3430	negative
3431	positive
3432	neutral
3433	positive
3434	positive
3435	neutral
3436	negative
3437	negative
3438	negative
3439	negative
3440	neutral
3441	neutral
3442	neutral
3443	neutral
3444	neutral
3445	neutral
3446	positive
3447	positive
3448	negative
3449	positive
3450	negative
3451	positive
3452	negative
3453	positive
3454	negative
3455	negative
3456	neutral
3457	positive
3458	positive
3459	negative
3460	neutral
3461	neutral
3462	neutral
3463	positive
3464	neutral
3465	neutral
3466	negative
3467	neutral
3468	neutral
3469	negative
3470	negative
3471	neutral
3472	negative
3473	neutral
3474	neutral
3475	positive
3476	neutral
3477	neutral
3478	neutral
3479	neutral
3480	neutral
3481	neutral
3482	negative
3483	neutral
3484	negative
3485	neutral
3486	neutral
3487	neutral
3488	positive
3489	neutral
3490	neutral
3491	neutral
3492	neutral
3493	neutral
3494	positive
3495	neutral
3496	neutral
3497	negative
3498	neutral
3499	neutral
3500	neutral
3501	neutral
3502	positive
3503	neutral
3504	negative
3505	neutral
3506	neutral
3507	neutral
3508	positive
3509	neutral
3510	neutral
3511	neutral
3512	neutral
3513	neutral
3514	neutral
3515	neutral
3516	neutral
3517	negative
3518	negative
3519	negative
3520	negative
3521	neutral
3522	neutral
3523	negative
3524	neutral
3525	neutral
3526	negative
3527	neutral
3528	neutral
3529	negative
3530	negative
3531	negative
3532	negative
3533	neutral
3534	neutral
3535	negative
3536	negative
3537	positive
3538	negative
3539	negative
3540	neutral
3541	negative
3542	negative
3543	neutral
3544	neutral
3545	neutral
3546	negative
3547	negative
3548	negative
3549	negative
3550	positive
3551	positive
3552	negative
3553	negative
3554	negative
3555	negative
3556	positive
3557	negative
3558	negative
3559	negative
3560	negative
3561	negative
3562	positive
3563	neutral
3564	neutral
3565	negative
3566	negative
3567	neutral
3568	neutral
3569	negative
3570	negative
3571	positive
3572	negative
3573	neutral
3574	negative
3575	positive
3576	negative
3577	negative
3578	negative
3579	negative
3580	negative
3581	positive
3582	negative
3583	positive
3584	neutral
3585	neutral
3586	negative
3587	negative
3588	negative
3589	positive
3590	positive
3591	negative
3592	neutral
3593	negative
3594	negative
3595	neutral
3596	negative
3597	negative
3598	neutral
3599	negative
3600	positive
3601	negative
3602	negative
3603	positive
3604	neutral
3605	negative
3606	positive
3607	negative
3608	negative
3609	negative
3610	negative
3611	neutral
3612	negative
3613	negative
3614	negative
3615	positive
3616	negative
3617	negative
3618	negative
3619	positive
3620	positive
3621	neutral
3622	negative
3623	negative
3624	negative
3625	negative
3626	positive
3627	neutral
3628	negative
3629	positive
3630	neutral
3631	negative
3632	positive
3633	neutral
3634	negative
3635	neutral
3636	negative
3637	negative
3638	negative
3639	neutral
3640	negative
3641	positive
3642	negative
3643	neutral
3644	neutral
3645	negative
3646	negative
3647	negative
3648	negative
3649	positive
3650	negative
3651	negative
3652	negative
3653	negative
3654	neutral
3655	negative
3656	negative
3657	negative
3658	neutral
3659	negative
3660	negative
3661	negative
3662	negative
3663	negative
3664	negative
3665	negative
3666	negative
3667	negative
3668	negative
3669	positive
3670	negative
3671	negative
3672	negative
3673	negative
3674	negative
3675	negative
3676	neutral
3677	positive
3678	negative
3679	positive
3680	negative
3681	negative
3682	negative
3683	positive
3684	negative
3685	positive
3686	positive
3687	negative
3688	negative
3689	negative
3690	neutral
3691	negative
3692	negative
3693	negative
3694	negative
3695	positive
3696	positive
3697	positive
3698	negative
3699	negative
3700	neutral
3701	negative
3702	negative
3703	negative
3704	negative
3705	positive
3706	negative
3707	positive
3708	neutral
3709	negative
3710	negative
3711	negative
3712	negative
3713	neutral
3714	negative
3715	negative
3716	negative
3717	negative
3718	neutral
3719	negative
3720	negative
3721	negative
3722	positive
3723	negative
3724	negative
3725	positive
3726	negative
3727	positive
3728	negative
3729	positive
3730	negative
3731	negative
3732	negative
3733	negative
3734	positive
3735	negative
3736	negative
3737	negative
3738	negative
3739	negative
3740	negative
3741	negative
3742	positive
3743	negative
3744	negative
3745	neutral
3746	negative
3747	negative
3748	negative
3749	negative
3750	negative
3751	negative
3752	negative
3753	negative
3754	negative
3755	negative
3756	negative
3757	positive
3758	negative
3759	negative
3760	negative
3761	negative
3762	negative
3763	negative
3764	negative
3765	negative
3766	negative
3767	negative
3768	negative
3769	negative
3770	negative
3771	negative
3772	negative
3773	neutral
3774	negative
3775	neutral
3776	positive
3777	neutral
3778	negative
3779	negative
3780	negative
3781	negative
3782	negative
3783	negative
3784	neutral
3785	negative
3786	neutral
3787	neutral
3788	positive
3789	negative
3790	negative
3791	negative
3792	negative
3793	negative
3794	negative
3795	positive
3796	negative
3797	negative
3798	negative
3799	neutral
3800	negative
3801	neutral
3802	neutral
3803	positive
3804	negative
3805	negative
3806	neutral
3807	positive
3808	neutral
3809	negative
3810	negative
3811	negative
3812	neutral
3813	positive
3814	positive
3815	positive
3816	neutral
3817	neutral
3818	negative
3819	negative
3820	positive
3821	neutral
3822	positive
3823	positive
3824	negative
3825	negative
3826	positive
3827	negative
3828	negative
3829	negative
3830	negative
3831	positive
3832	negative
3833	neutral
3834	negative
3835	negative
3836	neutral
3837	negative
3838	negative
3839	positive
3840	negative
3841	negative
3842	neutral
3843	negative
3844	positive
3845	neutral
3846	negative
3847	negative
3848	positive
3849	neutral
3850	negative
3851	negative
3852	positive
3853	negative
3854	negative
3855	negative
3856	positive
3857	positive
3858	negative
3859	negative
3860	negative
3861	positive
3862	negative
3863	negative
3864	positive
3865	neutral
3866	neutral
3867	negative
3868	negative
3869	negative
3870	negative
3871	negative
3872	neutral
3873	positive
3874	negative
3875	positive
3876	negative
3877	neutral
3878	negative
3879	negative
3880	negative
3881	negative
3882	negative
3883	negative
3884	negative
3885	neutral
3886	negative
3887	negative
3888	negative
3889	negative
3890	negative
3891	negative
3892	positive
3893	negative
3894	positive
3895	neutral
3896	positive
3897	negative
3898	neutral
3899	neutral
3900	negative
3901	negative
3902	positive
3903	negative
3904	negative
3905	negative
3906	negative
3907	negative
3908	negative
3909	neutral
3910	positive
3911	positive
3912	neutral
3913	positive
3914	negative
3915	negative
3916	neutral
3917	positive
3918	negative
3919	negative
3920	positive
3921	positive
3922	negative
3923	neutral
3924	negative
3925	positive
3926	neutral
3927	negative
3928	negative
3929	negative
3930	neutral
3931	positive
3932	negative
3933	negative
3934	negative
3935	negative
3936	negative
3937	negative
3938	neutral
3939	negative
3940	negative
3941	positive
3942	negative
3943	positive
3944	negative
3945	neutral
3946	neutral
3947	negative
3948	negative
3949	negative
3950	negative
3951	positive
3952	negative
3953	negative
3954	negative
3955	negative
3956	neutral
3957	negative
3958	negative
3959	positive
3960	negative
3961	negative
3962	negative
3963	negative
3964	negative
3965	negative
3966	negative
3967	negative
3968	positive
3969	negative
3970	negative
3971	negative
3972	neutral
3973	neutral
3974	positive
3975	negative
3976	neutral
3977	negative
3978	negative
3979	negative
3980	negative
3981	negative
3982	negative
3983	negative
3984	negative
3985	negative
3986	neutral
3987	negative
3988	neutral
3989	positive
3990	neutral
3991	negative
3992	negative
3993	negative
3994	negative
3995	negative
3996	neutral
3997	positive
3998	positive
3999	negative
4000	negative
4001	negative
4002	negative
4003	negative
4004	negative
4005	positive
4006	negative
4007	negative
4008	neutral
4009	negative
4010	negative
4011	negative
4012	negative
4013	negative
4014	positive
4015	neutral
4016	negative
4017	negative
4018	negative
4019	negative
4020	neutral
4021	negative
4022	negative
4023	negative
4024	positive
4025	negative
4026	negative
4027	negative
4028	negative
4029	negative
4030	neutral
4031	negative
4032	negative
4033	negative
4034	negative
4035	positive
4036	positive
4037	neutral
4038	negative
4039	negative
4040	negative
4041	negative
4042	positive
4043	negative
4044	negative
4045	negative
4046	negative
4047	neutral
4048	negative
4049	negative
4050	negative
4051	negative
4052	negative
4053	negative
4054	negative
4055	negative
4056	positive
4057	positive
4058	negative
4059	negative
4060	negative
4061	neutral
4062	negative
4063	neutral
4064	negative
4065	negative
4066	negative
4067	negative
4068	negative
4069	negative
4070	neutral
4071	neutral
4072	negative
4073	neutral
4074	neutral
4075	negative
4076	negative
4077	negative
4078	neutral
4079	negative
4080	negative
4081	negative
4082	positive
4083	negative
4084	negative
4085	neutral
4086	negative
4087	neutral
4088	positive
4089	negative
4090	negative
4091	negative
4092	negative
4093	positive
4094	neutral
4095	negative
4096	positive
4097	negative
4098	negative
4099	negative
4100	negative
4101	negative
4102	negative
4103	positive
4104	negative
4105	negative
4106	negative
4107	neutral
4108	neutral
4109	negative
4110	negative
4111	negative
4112	positive
4113	negative
4114	negative
4115	positive
4116	negative
4117	neutral
4118	positive
4119	negative
4120	neutral
4121	negative
4122	positive
4123	negative
4124	positive
4125	negative
4126	negative
4127	negative
4128	negative
4129	negative
4130	positive
4131	negative
4132	negative
4133	positive
4134	negative
4135	negative
4136	negative
4137	negative
4138	negative
4139	negative
4140	neutral
4141	negative
4142	negative
4143	negative
4144	negative
4145	negative
4146	neutral
4147	negative
4148	negative
4149	negative
4150	negative
4151	negative
4152	neutral
4153	negative
4154	negative
4155	negative
4156	negative
4157	negative
4158	neutral
4159	negative
4160	negative
4161	positive
4162	negative
4163	neutral
4164	negative
4165	positive
4166	positive
4167	negative
4168	negative
4169	negative
4170	negative
4171	negative
4172	negative
4173	negative
4174	negative
4175	negative
4176	negative
4177	negative
4178	negative
4179	neutral
4180	negative
4181	positive
4182	negative
4183	positive
4184	negative
4185	negative
4186	neutral
4187	negative
4188	negative
4189	negative
4190	negative
4191	negative
4192	negative
4193	negative
4194	negative
4195	negative
4196	negative
4197	negative
4198	negative
4199	neutral
4200	neutral
4201	neutral
4202	negative
4203	positive
4204	negative
4205	neutral
4206	negative
4207	negative
4208	negative
4209	negative
4210	negative
4211	negative
4212	negative
4213	negative
4214	negative
4215	positive
4216	positive
4217	negative
4218	positive
4219	positive
4220	negative
4221	neutral
4222	positive
4223	negative
4224	negative
4225	negative
4226	negative
4227	negative
4228	negative
4229	positive
4230	negative
4231	negative
4232	negative
4233	negative
4234	negative
4235	negative
4236	negative
4237	negative
4238	negative
4239	negative
4240	positive
4241	negative
4242	negative
4243	negative
4244	negative
4245	positive
4246	negative
4247	negative
4248	negative
4249	negative
4250	neutral
4251	positive
4252	positive
4253	positive
4254	negative
4255	negative
4256	negative
4257	positive
4258	negative
4259	negative
4260	negative
4261	negative
4262	negative
4263	negative
4264	neutral
4265	negative
4266	negative
4267	negative
4268	negative
4269	negative
4270	positive
4271	negative
4272	neutral
4273	negative
4274	negative
4275	negative
4276	neutral
4277	neutral
4278	negative
4279	negative
4280	neutral
4281	negative
4282	negative
4283	positive
4284	neutral
4285	negative
4286	negative
4287	negative
4288	negative
4289	negative
4290	negative
4291	negative
4292	negative
4293	neutral
4294	negative
4295	negative
4296	negative
4297	negative
4298	neutral
4299	negative
4300	negative
4301	positive
4302	negative
4303	neutral
4304	negative
4305	neutral
4306	negative
4307	positive
4308	negative
4309	negative
4310	negative
4311	positive
4312	negative
4313	positive
4314	positive
4315	negative
4316	negative
4317	negative
4318	negative
4319	negative
4320	negative
4321	neutral
4322	positive
4323	neutral
4324	negative
4325	negative
4326	negative
4327	negative
4328	positive
4329	negative
4330	negative
4331	negative
4332	neutral
4333	negative
4334	negative
4335	negative
4336	positive
4337	negative
4338	positive
4339	positive
4340	negative
4341	negative
4342	negative
4343	negative
4344	positive
4345	negative
4346	negative
4347	negative
4348	negative
4349	negative
4350	negative
4351	negative
4352	negative
4353	neutral
4354	negative
4355	neutral
4356	neutral
4357	negative
4358	negative
4359	positive
4360	negative
4361	negative
4362	negative
4363	negative
4364	neutral
4365	negative
4366	positive
4367	negative
4368	neutral
4369	negative
4370	negative
4371	negative
4372	negative
4373	negative
4374	negative
4375	negative
4376	negative
4377	negative
4378	positive
4379	negative
4380	negative
4381	negative
4382	negative
4383	negative
4384	negative
4385	negative
4386	negative
4387	negative
4388	negative
4389	neutral
4390	neutral
4391	neutral
4392	neutral
4393	negative
4394	negative
4395	neutral
4396	neutral
4397	negative
4398	negative
4399	negative
4400	negative
4401	negative
4402	negative
4403	negative
4404	neutral
4405	negative
4406	positive
4407	negative
4408	negative
4409	negative
4410	neutral
4411	neutral
4412	negative
4413	negative
4414	negative
4415	negative
4416	neutral
4417	neutral
4418	neutral
4419	negative
4420	positive
4421	negative
4422	negative
4423	negative
4424	neutral
4425	negative
4426	negative
4427	negative
4428	negative
4429	negative
4430	positive
4431	neutral
4432	negative
4433	positive
4434	negative
4435	negative
4436	neutral
4437	negative
4438	negative
4439	negative
4440	negative
4441	negative
4442	negative
4443	negative
4444	positive
4445	negative
4446	negative
4447	positive
4448	negative
4449	positive
4450	negative
4451	negative
4452	negative
4453	negative
4454	negative
4455	positive
4456	negative
4457	negative
4458	neutral
4459	positive
4460	negative
4461	negative
4462	negative
4463	positive
4464	negative
4465	neutral
4466	negative
4467	neutral
4468	negative
4469	negative
4470	negative
4471	negative
4472	negative
4473	negative
4474	negative
4475	negative
4476	negative
4477	negative
4478	negative
4479	positive
4480	neutral
4481	negative
4482	negative
4483	negative
4484	negative
4485	negative
4486	negative
4487	negative
4488	negative
4489	positive
4490	neutral
4491	neutral
4492	negative
4493	negative
4494	negative
4495	negative
4496	negative
4497	negative
4498	negative
4499	positive
4500	neutral
4501	negative
4502	negative
4503	negative
4504	positive
4505	negative
4506	negative
4507	negative
4508	negative
4509	negative
4510	negative
4511	negative
4512	negative
4513	negative
4514	negative
